id,kind,at,title,meta,body
file-1992-2,file,1992-04-07,rig_plan_parade_1992.pdf.txt,Desktop/,"Rigging plan, Grand Harvest Parade 1992. Balloon order, handler counts, line specs, gust protocol. Two Level IV riggers per giant balloon per Section 7.2. Wind line per 11.3: sustained 23, gusts 34, joint call 06:00."
file-1993-4,file,1993-03-04,swan_seam_notes_v4_FINAL(2).doc,Desktop/,"Seam torque and weld notes, Colossal Swan line. Wing seams rated lower than neck; bulk shipping guidance attached. The swan is usually innocent."
file-1994-2,file,1994-08-24,rig_plan_parade_1994.pdf.txt,Desktop/,"Rigging plan, Grand Harvest Parade 1994. Balloon order, handler counts, line specs, gust protocol. Two Level IV riggers per giant balloon per Section 7.2. Wind line per 11.3: sustained 23, gusts 34, joint call 06:00."
file-1995-3,file,1995-04-05,helium_recon_1995_Q3.xlsx,Desktop/,"Quarterly helium reconciliation. Contract draw versus actual, by line of business. Variance under one percent. The missing fraction is called leakage, and unlike every other business term, ours is literal."
file-1996-1,file,1996-12-02,helium_recon_1996_Q1.xlsx,Desktop/,"Quarterly helium reconciliation. Contract draw versus actual, by line of business. Variance under one percent. The missing fraction is called leakage, and unlike every other business term, ours is literal."
file-1997-2,file,1997-02-07,soak_test_batch_notes_1997.txt,Desktop/,"Soak test observations. Seam creep candidates flagged in the day 9-12 window and resolved. Fourteen days, no exceptions, the button remains unpressed."
file-1998-4,file,1998-04-06,soak_test_batch_notes_1998.txt,Desktop/,"Soak test observations. Seam creep candidates flagged in the day 9-12 window and resolved. Fourteen days, no exceptions, the button remains unpressed."
file-1999-3,file,1999-05-23,rig_plan_parade_1999.pdf.txt,Desktop/,"Rigging plan, Grand Harvest Parade 1999. Balloon order, handler counts, line specs, gust protocol. Two Level IV riggers per giant balloon per Section 7.2. Wind line per 11.3: sustained 23, gusts 34, joint call 06:00."
file-2000-3,file,2000-08-19,rig_plan_parade_2000.pdf.txt,Desktop/,"Rigging plan, Grand Harvest Parade 2000. Balloon order, handler counts, line specs, gust protocol. Two Level IV riggers per giant balloon per Section 7.2. Wind line per 11.3: sustained 23, gusts 34, joint call 06:00."
file-2001-3,file,2001-01-23,maintenance_log_2001_Q3.txt,Desktop/,"Fleet maintenance log. Scheduled swaps, motor hours, thermal notes by lot. Lot-level tracking per the standing rule: fleets fail by lot, not by luck."
file-2002-1,file,2002-12-21,rig_plan_parade_2002.pdf.txt,Desktop/,"Rigging plan, Grand Harvest Parade 2002. Balloon order, handler counts, line specs, gust protocol. Two Level IV riggers per giant balloon per Section 7.2. Wind line per 11.3: sustained 23, gusts 34, joint call 06:00."
file-2003-1,file,2003-08-22,rig_plan_parade_2003.pdf.txt,Desktop/,"Rigging plan, Grand Harvest Parade 2003. Balloon order, handler counts, line specs, gust protocol. Two Level IV riggers per giant balloon per Section 7.2. Wind line per 11.3: sustained 23, gusts 34, joint call 06:00."
file-2004-4,file,2004-01-05,soak_test_batch_notes_2004.txt,Desktop/,"Soak test observations. Seam creep candidates flagged in the day 9-12 window and resolved. Fourteen days, no exceptions, the button remains unpressed."
file-2005-2,file,2005-03-21,rig_plan_parade_2005.pdf.txt,Desktop/,"Rigging plan, Grand Harvest Parade 2005. Balloon order, handler counts, line specs, gust protocol. Two Level IV riggers per giant balloon per Section 7.2. Wind line per 11.3: sustained 23, gusts 34, joint call 06:00."
file-2006-4,file,2006-04-12,maintenance_log_2006_Q4.txt,Desktop/,"Fleet maintenance log. Scheduled swaps, motor hours, thermal notes by lot. Lot-level tracking per the standing rule: fleets fail by lot, not by luck."
file-2007-3,file,2007-04-01,soak_test_batch_notes_2007.txt,Desktop/,"Soak test observations. Seam creep candidates flagged in the day 9-12 window and resolved. Fourteen days, no exceptions, the button remains unpressed."
file-2011-2,file,2011-08-06,soak_test_batch_notes_2011.txt,Desktop/,"Soak test observations. Seam creep candidates flagged in the day 9-12 window and resolved. Fourteen days, no exceptions, the button remains unpressed."
file-2012-4,file,2012-11-07,helium_recon_2012_Q4.xlsx,Desktop/,"Quarterly helium reconciliation. Contract draw versus actual, by line of business. Variance under one percent. The missing fraction is called leakage, and unlike every other business term, ours is literal."
file-2013-3,file,2013-10-13,helium_recon_2013_Q3.xlsx,Desktop/,"Quarterly helium reconciliation. Contract draw versus actual, by line of business. Variance under one percent. The missing fraction is called leakage, and unlike every other business term, ours is literal."
file-2014-4,file,2014-01-19,rig_plan_parade_2014.pdf.txt,Desktop/,"Rigging plan, Grand Harvest Parade 2014. Balloon order, handler counts, line specs, gust protocol. Two Level IV riggers per giant balloon per Section 7.2. Wind line per 11.3: sustained 23, gusts 34, joint call 06:00."
file-2015-3,file,2015-07-25,maintenance_log_2015_Q3.txt,Desktop/,"Fleet maintenance log. Scheduled swaps, motor hours, thermal notes by lot. Lot-level tracking per the standing rule: fleets fail by lot, not by luck."
file-2016-2,file,2016-04-26,rig_plan_parade_2016.pdf.txt,Desktop/,"Rigging plan, Grand Harvest Parade 2016. Balloon order, handler counts, line specs, gust protocol. Two Level IV riggers per giant balloon per Section 7.2. Wind line per 11.3: sustained 23, gusts 34, joint call 06:00."
file-2017-4,file,2017-03-23,maintenance_log_2017_Q4.txt,Desktop/,"Fleet maintenance log. Scheduled swaps, motor hours, thermal notes by lot. Lot-level tracking per the standing rule: fleets fail by lot, not by luck."
file-2018-2,file,2018-06-23,soak_test_batch_notes_2018.txt,Desktop/,"Soak test observations. Seam creep candidates flagged in the day 9-12 window and resolved. Fourteen days, no exceptions, the button remains unpressed."
file-2019-3,file,2019-11-15,rig_plan_parade_2019.pdf.txt,Desktop/,"Rigging plan, Grand Harvest Parade 2019. Balloon order, handler counts, line specs, gust protocol. Two Level IV riggers per giant balloon per Section 7.2. Wind line per 11.3: sustained 23, gusts 34, joint call 06:00."
file-2020-3,file,2020-05-26,helium_recon_2020_Q3.xlsx,Desktop/,"Quarterly helium reconciliation. Contract draw versus actual, by line of business. Variance under one percent. The missing fraction is called leakage, and unlike every other business term, ours is literal."
file-2021-1,file,2021-08-04,swan_seam_notes_v1_FINAL(2).doc,Desktop/,"Seam torque and weld notes, Colossal Swan line. Wing seams rated lower than neck; bulk shipping guidance attached. The swan is usually innocent."
file-2022-2,file,2022-06-16,rig_plan_parade_2022.pdf.txt,Desktop/,"Rigging plan, Grand Harvest Parade 2022. Balloon order, handler counts, line specs, gust protocol. Two Level IV riggers per giant balloon per Section 7.2. Wind line per 11.3: sustained 23, gusts 34, joint call 06:00."
file-2023-3,file,2023-12-04,helium_recon_2023_Q3.xlsx,Desktop/,"Quarterly helium reconciliation. Contract draw versus actual, by line of business. Variance under one percent. The missing fraction is called leakage, and unlike every other business term, ours is literal."
file-2024-4,file,2024-05-26,soak_test_batch_notes_2024.txt,Desktop/,"Soak test observations. Seam creep candidates flagged in the day 9-12 window and resolved. Fourteen days, no exceptions, the button remains unpressed."
file-2025-4,file,2025-07-12,maintenance_log_2025_Q4.txt,Desktop/,"Fleet maintenance log. Scheduled swaps, motor hours, thermal notes by lot. Lot-level tracking per the standing rule: fleets fail by lot, not by luck."
file-2026-1,file,2026-10-22,soak_test_batch_notes_2026.txt,Desktop/,"Soak test observations. Seam creep candidates flagged in the day 9-12 window and resolved. Fourteen days, no exceptions, the button remains unpressed."
